character,traditional_character,alternate_characters,pinyin,definition,hsk_level,frequency
肺,,,fèi,lungs,6,2044
骤,驟,驟,zhòu,procedure; gallop; sudden(ly),5,2045
缠,纏,纏,chán,"wrap, wind around; tie, bind",6,2046
冈,岡,岡,gāng,ridge or crest of hill,,2047
羞,,,xiū,"disgrace, shame; ashamed; shy",4,2048
瞪,,,dèng,stare at,6,2049
吊,,,diào,"condole, mourn, pity; hang",6,2050
贾,賈,賈,jiǎ,"surname; merchant; buy, trade",,2051
漏,,,lòu,"leak, drip; funnel; hour glass",5,2052
斑,,,bān,"mottled, striped, freckle",6,2053
涛,濤,濤,tāo,large waves,6,2054
悠,,,yōu,"long, far, remote, distant; liesurely",5,2055
鹿,,,lù,deer; surname; KangXi radical 198,,2056
俘,,,fú,prisoner of war; take as prisoner,6,2057
锡,錫,錫,xī,"tin, stannum; bestow, confer",,2058
卑,,,bēi,"humble, low, inferior; despise",6,2059
葬,,,zàng,"bury, inter",6,2060
铭,銘,銘,míng,"inscribe, engrave",6,2061
滩,灘,灘,tān,"bank, a sandbar, shoal; rapids",5,2062
嫁,,,jià,"to marry, give a daughter in marriage",5,2063
催,,,cuī,"press, urge",5,2064
璇,,,xuán,beautiful jade; star,,2065
翅,,,chì,wings; fin,5,2066
盒,,,hé,small box or case; casket,4,2067
蛮,蠻,蠻,mán,"barbarians; barbarous, savage",6,2068
矣,,,yǐ,particle of completed action,,2069
潘,,,pān,surname; water in which rice has been rinsed; a river that flows into the Han,,2070
歧,,,qí,fork of road; branching off,6,2071
赐,賜,賜,cì,"give, bestow favors; appoint",,2072
鲍,鮑,鮑,bào,abalone; dried fish; surname,,2073
锅,鍋,鍋,guō,"cooking-pot, saucepan",5,2074
廊,,,láng,"corridor, porch, veranda",6,2075
拆,,,chāi,"to break up, split apart, rip open; to destroy",5,2076
灌,,,guàn,"pour; water; irrigate, flood",6,2077
勉,,,miǎn,"endeavor, make effort; urge",6,2078
盲,,,máng,"blind; unperceptive, shortsighted",6,2079
宰,,,zǎi,to slaughter; to rule,6,2080
佐,,,zuǒ,"assist, aid, second; subordinate",,2081
啥,,,shà,what?,6,2082
胀,脹,脹,zhàng,"swell, inflate, expand",6,2083
扯,,,chě,"rip up, tear down; raise; haul",6,2084
禧,,,xǐ,happiness; congratulations,,2085
辽,遼,遼,liáo,"distant, far",6,2086
抹,,,mǒ,"smear, apply, wipe off, erase",6,2087
筒,,,tǒng,thick piece of bamboo; pipe,6,2088
棋,,,qí,chess; any game similar to chess,5,2089
裤,褲,褲,kù,"trousers, pants",3,2090
唉,,,āi,"alas, exclamation of surprise or pain",5,2091
朴,樸,樸,pǔ,"simple, unadorned; sincere; surname; a tree",6,2092
咐,,,fù,"instruct, order",6,2093
孕,,,yùn,"be pregnant, pregnancy",5,2094
誓,,,shì,"swear, pledge; oath",6,2095
喉,,,hóu,"throat, gullet, larynx; guttural",6,2096
妄,,,wàng,"absurd, foolish, reckless; false",6,2097
拘,,,jū,"restrain, seize, detain",6,2098
链,鏈,鏈,liàn,"chain, wire, cable; chain, shack",5,2099
驰,馳,馳,chí,go quickly or swiftly; hurry,6,2100
栏,欄,欄,lán,"railing, balustrade; animal pan",6,2101
逝,,,shì,pass away; die,6,2102
窃,竊,竊,qiè,"secretly, stealthily; steal; thief",6,2103
艳,豔,豔,yàn,"beautiful, sexy, voluptuous",5,2104
臭,,,chòu,"smell, stink, emit foul odor",5,2105
纤,纖,纖,xiān,"fine, delicate; minute; graceful",6,2106
玑,璣,璣,jī,pearl that is not quite round,,2107
棵,,,kē,numerary adjunct for trees,4,2108
趁,,,chèn,"take advantage of, avail oneself",5,2109
匠,,,jiàng,"craftsman, artisan; workman",,2110
盈,,,yíng,"fill; full, overflowing; surplus",6,2111
翁,,,wēng,"old man; father, father-in-law",,2112
愁,,,chóu,"anxiety; to worry about, be anxious",5,2113
瞬,,,shùn,"wink, blink; in a wink, a flash",6,2114
婴,嬰,嬰,yīng,"baby, infant; bother",6,2115
孝,,,xiào,"filial piety, obedience; mourning",5,2116
颈,頸,頸,jǐng,"neck, throat",6,2117
倘,,,tǎng,"if, supposing, in event of",6,2118
浙,,,zhè,Zhejiang province; river,,2119
谅,諒,諒,liàng,"excuse, forgive; guess, presume",4,2120
蔽,,,bì,"cover, hide, conceal; shelter",6,2121
畅,暢,暢,chàng,"smoothly, freely, unrestrained",6,2122
赠,贈,贈,zèng,"give present; bestow, confer",6,2123
妮,,,nī,"maid, servant girl; cute girl",,2124
莎,,,shā,"kind of sedge grass, used anciently for raincoats",,2125
尉,,,wèi,"officer, military rank",,2126
冻,凍,凍,dòng,"freeze; cold, congeal; jelly",5,2127
跪,,,guì,kneel,6,2128
闯,闖,闖,chuǎng,"rush in, burst in, charge in",5,2129
葡,,,pú,grapes,4,2130
後,,,hòu,"behind, rear, after; descendents",,2131
厨,廚,廚,chú,kitchen; closet; cupboard,4,2132
鸭,鴨,鴨,yā,duck; Anas species (various),4,2133
颠,顛,顛,diān,"top, peak, summit; upset",6,2134
遮,,,zhē,"cover, shield, protect",6,2135
谊,誼,誼,yì,"friendship; appropriate, suitable",4,2136
圳,,,zhèn,"furrow in field, small drainage ditch",,2137
吁,籲,籲,xū,,6,2138
仑,侖,侖,lún,"logical reasons, logical order",,2139
辟,闢,闢,pì,"law, rule; open up, develop",6,2140
瘤,,,liú,"tumor, lump, goiter",6,2141
嫂,,,sǎo,,6,2142
陀,,,tuó,"steep bank, rough terrain",,2143
框,,,kuāng,frame; framework; door frame,6,2144
谭,譚,譚,tán,surname,,2145
亨,,,hēng,"smoothly, progressing, no trouble",,2146
钦,欽,欽,qīn,"respect, admire; respectful",6,2147
庸,,,yōng,"usual, common, ordinary, mediocre",6,2148
歉,,,qiàn,"deficient, lacking, insufficient",4,2149
芝,,,zhī,,,2150
吼,,,hǒu,"roar, shout; bark, howl",6,2151
甫,,,fǔ,"begin; man, father; great; a distance of ten li",,2152
衫,,,shān,shirt; robe; gown; jacket,3,2153
摊,攤,攤,tān,"spread out, open; apportion",6,2154
宴,,,yàn,"to entertain, feast; a feast, banquet",5,2155
嘱,囑,囑,zhǔ,"order, tell, instruct, leave word",6,2156
衷,,,zhōng,,6,2157
娇,嬌,嬌,jiāo,seductive and loveable; tender,6,2158
陕,陝,陝,shǎn,mountain pass; Shanxi province,,2159
矩,,,jǔ,,5,2160
浦,,,pǔ,"bank of river, shore; surname",,2161
讶,訝,訝,yà,"express surprise, be surprised",6,2162
耸,聳,聳,sǒng,"urge on; rise up; stir, excite",6,2163
裸,,,luǒ,"bare, nude; undress, strip",,2164
碧,,,bì,"jade; green, blue",,2165
摧,,,cuī,"destroy, break, injure",6,2166
薪,,,xīn,"fuel, firewood; salary",6,2167
淋,,,lín,"drip, soak, drench; perfectly",6,2168
耻,恥,恥,chǐ,"shame, humiliation; ashamed",6,2169
胶,膠,膠,jiāo,"glue, gum, resin, rubber; sound; shin bone",5,2170
屠,,,tú,"butcher, slaughter, massacre",,2171
鹅,鵝,鵝,é,goose,,2172
饥,飢,飢,jī,"hunger, starving; hungry; a famine",6,2173
盼,,,pàn,"look, gaze; expect, hope for",5,2174
脖,,,bó,neck,5,2175
虹,,,hóng,rainbow,5,2176
翠,,,cuì,color green; kingfisher,,2177
崩,,,bēng,"rupture, split apart, collapse",6,2178
账,賬,賬,zhàng,"accounts; bill, debt; credit",5,2179
萍,,,píng,"duckweed; wandering, traveling",,2180
逢,,,féng,"come upon, happen meet; flatter",6,2181
赚,賺,賺,zhuàn,"make money, earn; gain, profit",4,2182
撑,撐,撐,chēng,"prop up, support; brace",6,2183
翔,,,xiáng,"soar, glide, hover; detailed",6,2184
倡,,,chàng,"guide, leader; lead, introduce",5,2185
绵,綿,綿,mián,"cotton wad; wool; soft, downy",,2186
猴,,,hóu,"monkey, ape; monkey-like",5,2187
枯,,,kū,"dried out, withered, decayed",6,2188
巫,,,wū,"wizard, sorcerer, witch, shaman",,2189
昭,,,zhāo,"bright, luminous; illustrious",,2190
怔,,,zhēng,a disease resembling neurosis,,2191
渊,淵,淵,yuān,"surge up, bubble up, gush forth",,2192
凑,湊,湊,còu,"piece together, assemble",6,2193
溪,,,xī,"mountain stream, creek",6,2194
蠢,,,chǔn,wriggle; stupid; silly; fat,6,2195
禅,禪,禪,chán,,,2196
阐,闡,闡,chǎn,"explain, clarify, elucidate",6,2197
旺,,,wàng,prosper; prosperous; increase,6,2198
寓,,,yù,residence; lodge; dwell,5,2199
藤,,,téng,"rattan, cane; creeper plant",,2200
匪,,,fěi,"bandits, robbers, gangsters",,2201
伞,傘,傘,sǎn,"umbrella, parasol, parachute",3,2202
碑,,,bēi,stone tablet; gravestone,6,2203
挪,,,nuó,"move, shift on one side",6,2204
琼,瓊,瓊,qióng,"jade; rare, precious; elegant; (Cant.) to coagulate",,2205
脂,,,zhī,"fat, grease, lard; grease",6,2206
谎,謊,謊,huǎng,lie,6,2207
慨,,,kǎi,"sigh, regret; generous",6,2208
菩,,,pú,"herb, aromatic plant",,2209
萄,,,táo,grapes,4,2210
狮,獅,獅,shī,lion,5,2211
掘,,,jué,"dig, excavate; excavate cave",6,2212
抄,,,chāo,"copy, confiscate, seize",5,2213
岭,嶺,嶺,lǐng,"mountain ridge, mountain peak",,2214
晕,暈,暈,yūn,"halo in sky; fog; dizzy, faint",5,2215
逮,,,dǎi,"seize, catch; reach, arrive",6,2216
砍,,,kǎn,"hack, chop, cut, fell",5,2217
掏,,,tāo,take out; pull out; clean out,6,2218
狄,,,dí,tribe from northern china; surnam,,2219
晰,,,xī,"clear, evident; clearly",6,2220
罕,,,hǎn,"rare, scarce; surname",6,2221
挽,,,wǎn,"pull; pull back, draw back",6,2222
脾,,,pí,"spleen, pancreas; disposition",4,2223
舟,,,zhōu,"boat, ship; KangXi radical 137",6,2224
痴,癡,癡,chī,"foolish, stupid, dumb, silly",,2225
蔡,,,cài,surname; species of tortoise,,2226
剪,,,jiǎn,"scissors; cut, divide, separate",5,2227
脊,,,jí,"spine, backbone; ridge",,2228
弓,,,gōng,"bow; curved, arched; KangXi radical number 57",,2229
懒,懶,懶,lǎn,"lazy, languid, listless",4,2230
叉,,,chā,"crotch; fork, prong",5,2231
拐,,,guǎi,"kidnap, abduct; turn",5,2232
喃,,,nán,"keep talking, chattering; mumble",,2233
僚,,,liáo,"companion, colleague; officials; bureaucracy; a pretty face",,2234
捐,,,juān,"contribute; give up, renounce",5,2235
姊,,,zǐ,elder sister,,2236
骚,騷,騷,sāo,"harass, bother, annoy, disturb",6,2237
拓,,,tà,expand; open up; support or push,6,2238
歪,,,wāi,"slant; inclined; askewd, awry",5,2239
粘,,,zhān,"viscous, mucous; glutinous",5,2240
柄,,,bǐng,"handle, lever, knob; authority",,2241
坑,,,kēng,"pit, hole; bury, trap; harry",6,2242
陌,,,mò,foot path between rice fields,5,2243
窄,,,zhǎi,"narrow, tight; narrow-minded",5,2244
湘,,,xiāng,Hunan province,,2245
兆,,,zhào,omen; million; mega; also trillion. China = million; Japan and Taiwan = trillion,6,2246
崖,,,yá,"cliff, precipice; precipitous",6,2247
骄,驕,驕,jiāo,spirited horse; haughty,4,2248
刹,剎,剎,shā,"temple, shrine, monastary",6,2249
鞭,,,biān,whip; whip; string of firecrackers,5,2250
芒,,,máng,Miscanthus sinensis,6,2251
筋,,,jīn,muscles; tendons,6,2252
聘,,,pìn,"engage, employ; betroth",4,2253
钩,鉤,鉤,gōu,"hook, barb; sickle; stroke with",6,2254
棍,,,gùn,"stick, cudgel; scoundrel",6,2255
嚷,,,rǎng,"shout, brawl, make uproar, cry",6,2256
腺,,,xiàn,gland,,2257
弦,,,xián,"string; hypotenuse, crescent",6,2258
焰,,,yàn,"flame, blaze; glowing, blazing",6,2259
耍,,,shuǎ,"frolic, play, amuse, play with",6,2260
俯,,,fǔ,"bow down, face down, look down",6,2261
厘,釐,釐,lí,thousandth part of tael,5,2262
愣,,,lèng,be in a daze,6,2263
厦,廈,廈,shà,"big building, mansion",5,2264
恳,懇,懇,kěn,"sincere, earnest, cordial",5,2265
饶,饒,饒,ráo,"bountiful, abundant, plentiful",6,2266
钉,釘,釘,dīng,"nail, spike; pursue closely",6,2267
寡,,,guǎ,"widowed; alone, friendless",,2268
憾,,,hàn,"to regret, remorse; dissatisfied",5,2269
摔,,,shuāi,"fall ground, stumble, trip",5,2270
叠,疊,疊,dié,pile; be piled up; fold up,6,2271
惹,,,rě,"irritate, vex, offend, incite",6,2272
喻,,,yù,"metaphor, analogy; example; like",6,2273
谱,譜,譜,pǔ,"list, table; musical score",6,2274
愧,,,kuì,"ashamed, conscience-stricken",5,2275
煌,,,huáng,"bright, shining, luminous",6,2276
徽,,,huī,"a badge, insignia",,2277
溶,,,róng,"to melt, dissolve; overflowing with",6,2278
坠,墜,墜,zhuì,"fall down, drop, sink, go to ruin",6,2279
煞,,,shā,"malignant deity; baleful, noxious; strike dead",,2280
巾,,,jīn,kerchief; towel; turban; KangXi radical number 50,4,2281
滥,濫,濫,làn,"flood, overflow; excessive",6,2282
洒,灑,灑,sǎ,sprinkle; scatter; pour; to wipe away; to shiver,5,2283
堵,,,dǔ,"wall; stop, prevent; stop up",4,2284
瓷,,,cí,"crockery, porcelain, chinaware",6,2285
咒,,,zhòu,"curse, damn, incantation",,2286
姨,,,yí,,3,2287
棒,,,bàng,"stick, club, truncheon; hit",4,2288
郡,,,jùn,administrative division,,2289
浴,,,yù,"bathe, wash; bath",6,2290
媚,,,mèi,"charming, attractive; flatter",,2291
稣,穌,穌,sū,"revive, to rise again; collect",,2292
淮,,,huái,river in Anhui province,,2293
哎,,,āi,interjection of surprise,5,2294
屁,,,pì,break wind; fart; buttocks,6,2295
漆,,,qī,"varnish, lacquer, paint",6,2296
淫,,,yín,"obscene, licentious, lewd",,2297
巢,,,cháo,"nest, living quarter in tree",6,2298
吩,,,fēn,"order, command, instruct",6,2299
撰,,,zhuàn,"compose, write, compile",,2300
啸,嘯,嘯,xiào,"roar, howl, scream; whistle",6,2301
滞,滯,滯,zhì,"block up, obstruct; stagnant",6,2302
玫,,,méi,rose,,2303
硕,碩,碩,shuò,"great, eminent; large, big",4,2304
钓,釣,釣,diào,"fish; fishhook; tempt, lure",5,2305
蝶,,,dié,butterfly,5,2306
膝,,,xī,knee,6,2307
姚,,,yáo,"handsome, elegant; surname",,2308
茂,,,mào,"thick, lush, dense; talented",6,2309
躯,軀,軀,qū,body,,2310
吏,,,lì,"government official, magistrate",,2311
猿,,,yuán,ape,,2312
寨,,,zhài,"stockade, stronghold, outpost; brothel",,2313
恕,,,shù,"forgive, excuse, show mercy",6,2314
渠,,,qú,"ditch, canal, channel, gutter",6,2315
戚,,,qī,relative; be related to; sad,4,2316
辰,,,chén,early morning; 5th terrestrial branch,6,2317
舶,,,bó,"large, ocean-going vessel",6,2318
颁,頒,頒,bān,"confer, bestow; publish, promulgate",6,2319
惶,,,huáng,"fearful, afraid, anxious, nervous",,2320
狐,,,hú,species of fox,,2321
讽,諷,諷,fěng,"recite, incant; satirize",5,2322
笨,,,bèn,"foolish, stupid, dull; awkward",4,2323
袍,,,páo,"long gown, robe, cloak",6,2324
嘲,,,cháo,"ridicule, deride, scorn, jeer at",6,2325
啡,,,fēi,morphine; coffee,2,2326
泼,潑,潑,pō,"pour, splash, water, sprinkle",4,2327
衔,銜,銜,xián,"bit; hold in mouth, bite; gag",6,2328
倦,,,juàn,"be tired of, weary",6,2329
涵,,,hán,"soak, wet; tolerate, be lenient",6,2330
雀,,,què,sparrow,6,2331
旬,,,xún,ten-day period; period of time,5,2332
僵,,,jiāng,"stiff and motionless, stock still",6,2333
撕,,,sī,"rip, tear; buy cloth",5,2334
肢,,,zhī,human limbs; animal feet,6,2335
垄,壟,壟,lǒng,"grave, mound; ridge in field",6,2336
夷,,,yí,ancient barbarian tribes,,2337
逸,,,yì,"flee, escape, break loose",,2338
茅,,,máo,"reeds, rushes, grass; surname",,2339
侨,僑,僑,qiáo,"sojourn, lodge",6,2340
舆,輿,輿,yú,"cart, palanquin, sedan chair",6,2341
窑,窯,窯,yáo,kiln; coal mine pit,,2342
涅,,,niè,"blacken; black mud, slime",,2343
蒲,,,pú,type of rush; vine,,2344
谦,謙,謙,qiān,"humble, modest",5,2345
杭,,,háng,cross stream; navigate,,2346
噢,,,ō,"moan; interjection for pain, sad",,2347
弊,,,bì,"evil, wrong, bad; criminal",6,2348
勋,勳,勳,xūn,meritorious deed; merits; rank,,2349
刮,,,guā,"shave, pare off, scrape",3,2350
郊,,,jiāo,"suburbs; waste land, open spaces",4,2351
凄,悽,悽,qī,"bitter cold, miserable, dreary",6,2352
捧,,,pěng,hold up in two hands,6,2353
浸,,,jìn,"soak, immerse, dip, percolate",6,2354
砖,磚,磚,zhuān,"tile, brick",6,2355
鼎,,,dǐng,"large, three-legged bronze caldron",,2356
篮,籃,籃,lán,basket,2,2357
蒸,,,zhēng,steam; evaporate,6,2358
饼,餅,餅,bǐng,"rice-cakes, biscuits",4,2359
亩,畝,畝,mǔ,Chinese land measure; fields,,2360
肾,腎,腎,shèn,"kidneys; testes, gizzard",,2361
陡,,,dǒu,"steep, sloping; abruptly, sudden",6,2362
爪,,,zhǎo,"claw, nail, talon; animal feet",,2363
兔,,,tù,"rabbit, hare",5,2364
殷,,,yīn,"many, great; abundant, flourishing",,2365
贞,貞,貞,zhēn,"virtuous, chaste, pure; loyal",,2366
荐,薦,薦,jiàn,"repeat, reoccur; recommend",5,2367
哑,啞,啞,yǎ,"dumb, mute; become hoarse",6,2368
炭,,,tàn,charcoal; coal; carbon,5,2369
坟,墳,墳,fén,"grave, mound; bulge; bulging",6,2370
眨,,,zhǎ,wink,6,2371
搏,,,bó,seize; spring upon; strike,6,2372
咳,,,hāi,cough,4,2373
拢,攏,攏,lǒng,"collect, bring together",6,2374
舅,,,jiù,,5,2375
昧,,,mèi,"obscure, dark; darken",6,2376
擅,,,shàn,monopolize; claim; arbitrarily; to dare,6,2377
爽,,,shuǎng,"happy, cheerful; refreshing",6,2378
咖,,,kā,coffee; a phonetic,2,2379
搁,擱,擱,gē,"place, put, lay down; delay",6,2380
禄,祿,祿,lù,"blessing, happiness, prosperity",,2381
雌,,,cí,"female; feminine; gentle, soft",6,2382
哨,,,shào,"whistle, blow whistle; chirp",6,2383
巩,鞏,鞏,gǒng,"bind; firm, secure, strong",6,2384
绢,絹,絹,juàn,kind of thick stiff silk,,2385
螺,,,luó,spiral shell; conch; spiral,,2386
裹,,,guǒ,"wrap, bind; encircle, confine",5,2387
昔,,,xī,formerly; ancient; in beginning,6,2388
轩,軒,軒,xuān,carriage; high; wide; balcony,,2389
谬,謬,謬,miù,"error, exaggeration; erroneous",6,2390
谍,諜,諜,dié,an intelligence report; to spy; spying,6,2391
龟,龜,龜,guī,turtle or tortoise; cuckold,,2392
媳,,,xí,daughter-in-law,6,2393
姜,,,jiāng,surname; ginger,,2394
瞎,,,xiā,"blind, reckless; rash",5,2395
冤,,,yuān,"grievance, injustice, wrong",6,2396
鸦,鴉,鴉,yā,crow; Corvus species (various),6,2397
蓬,,,péng,type of raspberry; fairyland,6,2398
巷,,,xiàng,"alley, lane",6,2399
琳,,,lín,"beautiful jade, gem",,2400
栽,,,zāi,"to cultivate, plant; to care for plants",6,2401
沾,,,zhān,"moisten, wet, soak; touch",6,2402
诈,詐,詐,zhà,"cheat, defraud, swindle; trick",6,2403
斋,齋,齋,zhāi,vegetarian diet; study,,2404
瞒,瞞,瞞,mán,"deceive, lie; eyes half-closed",6,2405
彪,,,biāo,tiger; tiger stripes; tiger-like,,2406
厄,,,è,"adversity, difficulty, distress",,2407
咨,諮,諮,zī,"inquire, consult, discuss; plan",5,2408
纺,紡,紡,fǎng,"spin, reel, weave; reeled pongee",6,2409
罐,,,guàn,"jar, jug, pitcher, pot",6,2410
桶,,,tǒng,"pail, bucket, tub; cask, keg",4,2411
壤,,,rǎng,"soil, loam, earth; rich",6,2412
糕,,,gāo,"cakes, pastry",3,2413
颂,頌,頌,sòng,"laud, acclaim; hymn; ode",6,2414
膨,,,péng,"to swell; swollen, bloated, inflated",6,2415
谐,諧,諧,xié,"harmonize, agree; joke, jest",6,2416
垒,壘,壘,lěi,"rampart, military wall",,2417
咕,,,gū,"mumble, mutter, murmur; rumble",,2418
隙,,,xì,"crack, split, fissure; grudge",6,2419
辣,,,là,"peppery, pungent, hot; cruel",4,2420
绑,綁,綁,bǎng,"bind, tie, fasten",6,2421
宠,寵,寵,chǒng,"favorite, concubine; favor",5,2422
嘿,,,hēi,"be silent, be quiet",6,2423
兑,兌,兌,duì,cash; exchange,5,2424
霉,黴,黴,méi,"mildew, mold; moldy, mildewed",5,2425
挫,,,cuò,push down; chop down; grind,6,2426
稽,,,jī,"examine, investigate; delay",,2427
辐,輻,輻,fú,spokes of wheel,6,2428
乞,,,qǐ,beg; request,6,2429
纱,紗,紗,shā,"gauze, thin silk; yarn, thread",,2430
裙,,,qún,"skirt, apron, petticoat",3,2431
嘻,,,xī,"mirthful, happy; interjection",,2432
哇,,,wa,vomit; cry of an infant,6,2433
绣,繡,繡,xiù,embroider; embroidery; ornament,6,2434
杖,,,zhàng,"cane, walking stick",6,2435
塘,,,táng,"pond; tank; dike, embankment",5,2436
衍,,,yǎn,"overflow, spill over, spread out",6,2437
轴,軸,軸,zhóu,"axle, axletree; pivot; axis",,2438
攀,,,pān,climb; pull; hang on to,6,2439
膊,,,bó,"shoulders, upper arms",4,2440
譬,,,pì,"metaphor, simile, example",6,2441
斌,,,bīn,"refined, having both appearance",,2442
祈,,,qí,"pray; entreat, beseech",,2443
踢,,,tī,kick,2,2444
肆,,,sì,"indulge; excess; numeral four; particle meaning now, therefore; shop",6,2445
坎,,,kǎn,"pit, hole; snare, trap; crisis",,2446
